timeStamps,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1718939046021,41,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-23,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,41,0,25
1718939046713,367,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-24,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,367,0,11
1718939047082,53,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-24,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,53,0,21
1718939047613,375,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-25,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,375,0,15
1718939047990,35,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-25,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,35,0,21
1718939048626,389,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-26,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,388,0,21
1718939049016,66,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-26,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,66,0,26
1718939049613,362,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-27,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,362,0,14
1718939049977,34,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-27,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,34,0,18
1718939050612,361,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-28,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,361,0,11
1718939050975,45,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-28,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,45,0,17
1718939051612,364,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-29,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,364,0,10
1718939051978,37,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-29,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,37,0,19
1718939052631,367,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-30,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,367,0,15
1718939053000,71,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-30,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,71,0,38
1718939053611,371,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-31,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,370,0,15
1718939053983,58,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-31,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,57,0,21
1718939054609,361,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-32,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,361,0,13
1718939054972,36,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-32,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,36,0,19
1718939055607,366,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-33,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,366,0,12
1718939055975,47,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-33,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,47,0,20
1718939056707,394,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-34,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,394,0,31
1718939057103,41,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-34,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,41,0,25
1718939057704,364,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-35,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,364,0,13
1718939058070,44,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-35,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,44,0,28
1718939058648,398,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-36,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,397,0,36
1718939059047,57,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-36,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,57,0,24
1718939059708,393,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-37,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,393,0,23
1718939060103,52,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-37,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,52,0,19
1718939060614,377,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-38,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,376,0,11
1718939060992,51,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-38,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,51,0,30
1718939061693,381,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-39,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,381,0,13
1718939062076,42,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-39,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,42,0,24
1718939062637,364,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-40,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,364,0,12
1718939063003,55,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-40,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,55,0,37
1718939063619,366,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-41,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,366,0,12
1718939063987,50,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-41,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,50,0,17
1718939064686,362,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-42,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,362,0,11
1718939065050,66,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-42,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,65,0,37
1718939065685,390,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-43,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,390,0,14
1718939066076,40,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-43,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,39,0,22
1718939066614,373,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-44,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,372,0,13
1718939066988,38,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-44,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,38,0,21
1718939067683,369,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-45,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,369,0,12
1718939068054,34,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-45,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,34,0,20
1718939068587,362,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-46,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,362,0,9
1718939068949,34,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-46,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,34,0,19
1718939069587,373,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-47,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,373,0,9
1718939069962,45,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-47,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,45,0,17
1718939070583,646,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-48,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,646,0,12
1718939071232,68,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-48,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,68,0,19
1718939071583,366,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-49,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,366,0,13
1718939071951,38,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-49,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,37,0,22
1718939072601,383,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-50,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,383,0,29
1718939072987,41,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-50,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,40,0,19
1718939073600,372,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-51,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,372,0,11
1718939073974,79,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-51,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,72,0,40
1718939074683,387,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-52,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,387,0,29
1718939075071,43,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-52,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,43,0,22
1718939075512,361,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-53,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,360,0,12
1718939075874,29,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-53,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,29,0,14
1718939076596,365,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-54,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,365,0,13
1718939076962,53,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-54,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,53,0,20
1718939077679,363,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-55,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,363,0,9
1718939078044,85,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-55,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,85,0,29
1718939078615,378,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-56,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,378,0,11
1718939078995,34,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-56,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,34,0,19
1718939079595,362,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-57,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,362,0,12
1718939079958,31,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-57,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,31,0,17
1718939080507,370,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-58,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,370,0,11
1718939080879,37,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-58,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,37,0,18
1718939081513,379,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-59,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,379,0,23
1718939081893,30,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-59,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,30,0,16
1718939082575,376,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-60,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,376,0,13
1718939082952,37,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-60,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,37,0,19
1718939083572,383,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-61,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,383,0,31
1718939083957,142,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-61,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,142,0,28
1718939084600,374,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-62,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,374,0,8
1718939084975,70,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-62,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,69,0,32
1718939085600,376,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-63,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,376,0,11
1718939085978,205,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-63,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,205,0,172
1718939086677,376,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-64,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,376,0,13
1718939087055,41,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-64,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,41,0,21
1718939087602,363,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-65,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,363,0,11
1718939087967,30,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-65,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,30,0,17
1718939088506,366,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-66,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,366,0,12
1718939088874,36,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-66,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,36,0,19
1718939089599,367,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-67,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,366,0,15
1718939089967,64,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-67,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,64,0,25
1718939090601,368,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-68,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,368,0,11
1718939090970,49,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-68,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,48,0,16
1718939091605,367,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-69,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,367,0,11
1718939091973,35,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-69,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,35,0,18
1718939092609,362,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-70,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,362,0,11
1718939092973,31,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-70,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,31,0,16
1718939093614,362,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-71,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,362,0,11
1718939093978,36,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-71,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,36,0,17
1718939094668,399,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-72,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,398,0,22
1718939095614,366,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-73,text,true,,2090,523,2,2,https://backend.portalsiswa.id/api/auth/login/,366,0,12
1718939095982,70,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-73,text,true,,6206,143,2,2,https://manage.portalsiswa.id/assessment-creation,70,0,17
1718939095068,1052,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-72,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,1052,0,1023
1718939096486,366,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-74,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,365,0,12
1718939096853,33,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-74,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,32,0,18
1718939097613,1095,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-75,text,true,,2090,523,2,2,https://backend.portalsiswa.id/api/auth/login/,1095,0,729
1718939098709,36,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-75,text,true,,6206,143,2,2,https://manage.portalsiswa.id/assessment-creation,36,0,20
1718939098568,357,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-76,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,357,0,11
1718939098926,38,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-76,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,38,0,20
1718939099567,374,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-77,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,374,0,19
1718939099942,31,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-77,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,31,0,17
1718939100613,373,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-78,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,373,0,12
1718939100989,34,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-78,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,33,0,19
1718939101567,368,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-79,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,368,0,11
1718939101937,48,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-79,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,48,0,16
1718939102568,370,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-80,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,370,0,10
1718939102940,36,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-80,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,36,0,20
1718939103500,366,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-81,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,366,0,11
1718939103868,360,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-81,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,359,0,36
1718939104611,374,backend.portalsiswa.id/api/auth/login/,200,OK,Thread Group 1-82,text,true,,2090,523,1,1,https://backend.portalsiswa.id/api/auth/login/,374,0,12
1718939104986,33,manage.portalsiswa.id/assessment-creation,200,OK,Thread Group 1-82,text,true,,6206,143,1,1,https://manage.portalsiswa.id/assessment-creation,33,0,17
